node,obs_st,time
235,0,0
121,0,0
61,0,1
245,0,1
126,0,2
43,0,2
183,0,3
215,0,3
267,0,4
217,0,4
253,0,5
74,0,5
291,0,6
130,0,6
130,0,7
314,0,7
148,0,8
168,0,8
255,0,9
321,0,9
241,0,10
176,0,10
205,0,11
93,0,11
82,0,12
1,0,12
111,0,13
66,0,13
6,0,14
317,0,14
87,0,15
30,0,15
265,0,16
88,0,16
94,0,17
69,0,17
235,0,18
11,1,18
222,0,19
111,0,19
281,1,20
284,0,20
265,0,21
130,0,21
41,1,22
105,0,22
63,0,23
153,1,23
274,0,24
0,0,24
218,0,25
110,0,25
118,0,26
294,0,26
58,0,27
16,0,27
141,0,28
163,0,28
224,0,29
240,0,29
237,1,30
129,0,30
118,0,31
246,1,31
2,0,32
70,1,32
181,0,33
161,1,33
103,0,34
26,0,34
292,0,35
251,0,35
109,0,36
90,0,36
