node,obs_st,time
213,0,0
88,0,0
43,0,1
158,0,1
267,0,2
174,0,2
168,0,3
221,0,3
244,0,4
57,0,4
89,0,5
18,0,5
19,0,6
15,0,6
68,0,7
203,0,7
327,0,8
162,0,8
157,0,9
136,0,9
36,0,10
136,0,10
318,0,11
40,0,11
232,0,12
1,0,12
87,1,13
188,0,13
59,0,14
301,0,14
263,0,15
141,0,15
183,0,16
203,0,16
262,0,17
81,0,17
222,0,18
136,0,18
149,0,19
24,0,19
310,0,20
272,1,20
5,1,21
0,0,21
19,0,22
167,0,22
7,0,23
175,1,23
194,1,24
231,0,24
203,0,25
114,0,25
96,1,26
22,1,26
182,0,27
38,0,27
238,1,28
115,0,28
124,0,29
314,0,29
193,0,30
39,0,30
297,0,31
224,0,31
280,0,32
110,0,32
115,0,33
250,1,33
224,0,34
239,0,34
28,0,35
6,0,35
89,0,36
294,0,36
