node,obs_st,time
109,0,0
148,0,0
268,0,1
64,0,1
71,0,2
6,0,2
244,0,3
172,0,3
22,0,4
113,0,4
181,0,5
151,0,5
278,0,6
76,0,6
184,0,7
137,0,7
154,0,8
36,0,8
233,0,9
191,0,9
123,0,10
275,0,10
211,0,11
133,0,11
83,0,12
155,0,12
297,0,13
5,0,13
269,0,14
317,0,14
239,0,15
98,0,15
69,0,16
165,0,16
16,0,17
305,0,17
269,1,18
5,1,18
169,0,19
80,0,19
141,0,20
140,1,20
254,0,21
15,0,21
101,0,22
162,0,22
218,0,23
116,0,23
283,0,24
114,0,24
198,0,25
80,0,25
120,0,26
288,0,26
162,0,27
0,0,27
54,0,28
126,1,28
107,0,29
34,1,29
134,0,30
203,0,30
124,0,31
37,0,31
145,0,32
134,0,32
248,0,33
281,1,33
277,1,34
244,0,34
69,1,35
212,0,35
173,0,36
125,1,36
