node,obs_st,time
258,0,0
102,0,0
50,0,1
216,0,1
74,0,2
295,0,2
192,0,3
158,1,3
206,0,4
200,0,4
211,0,5
264,0,5
148,0,6
181,0,6
224,0,7
1,0,7
233,0,8
170,0,8
42,0,9
149,0,9
56,0,10
320,0,10
69,0,11
96,0,11
323,0,12
140,1,12
120,0,13
96,1,13
230,0,14
301,0,14
57,0,15
84,0,15
218,1,16
148,0,16
320,0,17
241,0,17
100,1,18
45,1,18
136,0,19
313,0,19
287,0,20
225,0,20
303,1,21
71,1,21
122,1,22
163,0,22
236,1,23
279,0,23
248,0,24
291,1,24
44,1,25
72,1,25
92,1,26
99,1,26
60,1,27
284,1,27
21,0,28
24,0,28
317,1,29
223,0,29
83,1,30
241,0,30
273,1,31
137,1,31
185,1,32
277,1,32
9,0,33
56,1,33
280,1,34
261,1,34
2,0,35
251,1,35
245,1,36
255,0,36
