node,obs_st,time
66,0,0
104,0,0
216,0,1
322,0,1
238,0,2
193,0,2
114,0,3
305,0,3
249,0,4
285,0,4
218,0,5
133,0,5
143,0,6
209,0,6
276,0,7
58,0,7
262,0,8
151,0,8
245,0,9
178,0,9
134,0,10
77,0,10
144,0,11
212,0,11
218,0,12
314,0,12
123,0,13
16,0,13
278,0,14
307,0,14
167,0,15
205,0,15
239,0,16
246,1,16
37,0,17
16,0,17
268,0,18
290,0,18
4,0,19
26,0,19
265,0,20
4,0,20
252,1,21
46,0,21
231,0,22
35,1,22
323,0,23
165,0,23
156,0,24
245,0,24
147,0,25
174,0,25
192,0,26
224,0,26
131,0,27
120,0,27
37,0,28
285,1,28
1,0,29
208,0,29
280,0,30
104,1,30
3,1,31
251,0,31
9,0,32
16,0,32
284,0,33
233,1,33
176,0,34
250,1,34
189,0,35
254,0,35
147,0,36
207,1,36
