node,obs_st,time
68,0,0
71,0,0
227,0,1
50,0,1
31,0,2
251,0,2
260,0,3
96,0,3
156,0,4
36,0,4
277,0,5
141,0,5
172,0,6
308,0,6
64,0,7
286,0,7
301,0,8
135,0,8
151,0,9
39,0,9
316,0,10
91,0,10
125,1,11
5,0,11
114,0,12
45,1,12
278,0,13
267,0,13
106,1,14
249,1,14
43,0,15
317,1,15
165,0,16
240,0,16
82,0,17
193,0,17
223,0,18
146,1,18
48,1,19
56,0,19
302,1,20
216,0,20
292,1,21
200,1,21
258,1,22
18,1,22
194,1,23
62,1,23
265,0,24
169,0,24
175,1,25
215,1,25
276,0,26
108,1,26
322,1,27
273,1,27
189,0,28
254,0,28
262,0,29
128,1,29
275,1,30
139,0,30
197,0,31
246,1,31
14,0,32
327,1,32
313,1,33
284,0,33
176,0,34
307,1,34
284,0,35
127,0,35
285,1,36
213,0,36
