node,obs_st,time
87,0,0
50,0,0
104,0,1
258,0,1
152,0,2
52,0,2
21,0,3
71,0,3
214,0,4
279,0,4
98,0,5
137,0,5
119,0,6
222,0,6
58,0,7
256,0,7
263,0,8
143,0,8
314,0,9
5,0,9
19,0,10
148,0,10
245,0,11
46,0,11
34,0,12
136,0,12
96,0,13
147,0,13
229,0,14
85,0,14
143,0,15
3,0,15
161,0,16
72,0,16
33,0,17
50,0,17
272,1,18
62,0,18
308,0,19
39,0,19
172,0,20
49,1,20
266,1,21
275,1,21
24,0,22
314,0,22
11,1,23
299,0,23
199,0,24
303,0,24
211,0,25
81,1,25
108,1,26
135,0,26
243,1,27
251,0,27
70,1,28
120,0,28
85,0,29
166,0,29
290,1,30
303,0,30
53,0,31
183,0,31
96,1,32
65,0,32
77,0,33
246,1,33
228,1,34
148,0,34
203,0,35
279,0,35
59,0,36
16,1,36
