node,obs_st,time
65,0,0
223,0,0
320,0,1
27,0,1
179,0,2
198,0,2
187,0,3
294,1,3
177,0,4
147,0,4
234,0,5
111,0,5
88,0,6
84,0,6
152,0,7
187,0,7
93,0,8
226,0,8
214,0,9
207,1,9
194,1,10
239,0,10
271,1,11
174,0,11
85,0,12
91,1,12
107,1,13
100,0,13
270,1,14
312,1,14
14,1,15
1,0,15
79,0,16
32,1,16
305,1,17
147,1,17
24,0,18
318,1,18
169,1,19
25,1,19
246,1,20
67,1,20
151,1,21
62,0,21
0,0,22
171,1,22
178,1,23
73,1,23
173,0,24
278,0,24
316,1,25
300,1,25
68,1,26
128,1,26
125,1,27
283,0,27
158,1,28
41,1,28
267,1,29
204,1,29
7,1,30
57,0,30
186,1,31
251,1,31
287,0,32
29,0,32
76,1,33
296,1,33
182,0,34
72,1,34
98,1,35
148,0,35
146,1,36
228,1,36
