node,obs_st,time
250,0,0
76,0,0
69,0,1
79,0,1
18,0,2
150,0,2
29,0,3
219,0,3
66,0,4
266,0,4
136,0,5
77,0,5
214,0,6
67,0,6
314,0,7
63,0,7
282,0,8
317,0,8
244,0,9
30,0,9
205,0,10
155,0,10
173,0,11
178,0,11
59,0,12
149,0,12
159,0,13
295,1,13
135,0,14
11,0,14
44,0,15
48,0,15
315,0,16
52,0,16
140,0,17
218,0,17
72,0,18
108,0,18
229,0,19
86,0,19
136,0,20
70,0,20
32,0,21
250,0,21
239,0,22
219,0,22
46,0,23
183,0,23
145,0,24
152,0,24
46,0,25
324,0,25
133,0,26
100,0,26
210,0,27
192,0,27
255,0,28
46,0,28
42,1,29
145,0,29
325,1,30
23,0,30
176,0,31
86,0,31
129,0,32
154,0,32
189,0,33
0,0,33
72,0,34
101,0,34
303,0,35
147,0,35
131,0,36
276,0,36
