node,obs_st,time
326,0,0
281,0,0
324,0,1
180,0,1
223,0,2
30,0,2
65,0,3
54,0,3
152,0,4
308,0,4
100,0,5
257,0,5
155,0,6
17,0,6
23,0,7
124,0,7
259,0,8
128,0,8
248,0,9
172,0,9
225,0,10
171,0,10
213,0,11
197,0,11
75,0,12
61,0,12
210,0,13
181,0,13
16,0,14
240,1,14
179,0,15
44,0,15
308,1,16
62,0,16
86,0,17
241,0,17
11,1,18
195,0,18
297,1,19
203,0,19
66,0,20
194,1,20
158,1,21
203,0,21
51,1,22
7,0,22
67,1,23
225,0,23
185,0,24
289,1,24
138,0,25
191,1,25
222,1,26
189,1,26
83,1,27
318,1,27
46,1,28
264,1,28
113,0,29
181,1,29
41,1,30
12,0,30
77,1,31
268,0,31
170,1,32
204,1,32
30,1,33
20,0,33
317,1,34
5,1,34
61,1,35
124,1,35
196,1,36
300,1,36
