node,obs_st,time
125,0,0
267,0,0
301,0,1
277,0,1
37,0,2
283,0,2
23,0,3
174,0,3
67,0,4
6,0,4
103,0,5
27,0,5
118,0,6
139,0,6
245,0,7
257,0,7
123,0,8
282,0,8
101,0,9
268,0,9
300,1,10
57,0,10
279,0,11
205,0,11
60,0,12
154,0,12
13,0,13
166,0,13
232,0,14
42,0,14
239,0,15
126,0,15
33,0,16
16,0,16
79,0,17
222,1,17
268,0,18
87,1,18
103,1,19
261,0,19
15,0,20
115,1,20
187,0,21
163,0,21
269,1,22
138,0,22
275,1,23
139,0,23
232,1,24
42,1,24
179,1,25
127,1,25
116,0,26
72,1,26
231,0,27
2,1,27
123,1,28
316,1,28
121,1,29
180,1,29
159,1,30
188,1,30
133,1,31
221,1,31
228,1,32
15,0,32
313,1,33
85,1,33
191,1,34
164,0,34
200,1,35
262,0,35
30,0,36
295,1,36
