node,obs_st,time
109,0,0
206,0,0
316,0,1
262,0,1
210,0,2
86,0,2
309,0,3
321,0,3
256,0,4
122,0,4
106,0,5
14,0,5
92,0,6
135,0,6
72,0,7
66,0,7
84,0,8
74,0,8
9,0,9
176,0,9
248,0,10
47,0,10
109,0,11
148,0,11
152,1,12
260,0,12
273,0,13
283,0,13
44,0,14
320,0,14
2,0,15
262,0,15
17,0,16
14,0,16
19,0,17
234,0,17
308,0,18
259,0,18
103,0,19
121,0,19
66,0,20
309,1,20
291,1,21
181,1,21
11,1,22
113,1,22
172,1,23
108,1,23
303,0,24
179,0,24
275,1,25
79,1,25
50,0,26
141,1,26
225,0,27
51,1,27
116,1,28
137,1,28
125,1,29
40,0,29
234,0,30
104,1,30
18,1,31
316,0,31
157,1,32
135,0,32
160,1,33
68,0,33
313,0,34
136,1,34
308,1,35
100,1,35
271,1,36
8,1,36
