node,obs_st,time
322,0,0
18,0,0
125,0,1
176,0,1
27,0,2
322,0,2
106,0,3
250,0,3
287,0,4
283,0,4
6,0,5
3,0,5
281,0,6
199,0,6
36,0,7
139,0,7
327,0,8
214,0,8
64,0,9
159,1,9
235,0,10
45,0,10
105,1,11
266,0,11
53,1,12
286,1,12
47,0,13
306,0,13
0,1,14
27,1,14
99,1,15
148,0,15
229,0,16
23,1,16
39,1,17
275,1,17
25,1,18
137,1,18
188,0,19
170,1,19
239,1,20
311,1,20
223,0,21
326,1,21
202,0,22
295,1,22
48,1,23
267,1,23
263,1,24
304,1,24
189,0,25
240,1,25
107,1,26
115,1,26
269,1,27
262,0,27
233,1,28
241,1,28
109,1,29
91,1,29
291,1,30
221,0,30
141,1,31
74,1,31
307,1,32
272,1,32
122,1,33
257,0,33
176,0,34
95,1,34
309,1,35
126,1,35
78,1,36
202,1,36
