node,obs_st,time
240,0,0
207,0,0
28,0,1
5,0,1
191,0,2
156,0,2
122,0,3
194,0,3
73,1,4
135,0,4
304,0,5
257,0,5
299,0,6
314,0,6
62,0,7
179,0,7
35,0,8
22,0,8
274,0,9
223,0,9
109,0,10
35,0,10
216,1,11
177,1,11
89,0,12
248,0,12
186,0,13
294,0,13
123,1,14
103,0,14
31,1,15
292,0,15
114,0,16
20,0,16
278,0,17
21,0,17
76,0,18
162,1,18
93,1,19
47,0,19
311,1,20
45,1,20
268,1,21
51,0,21
285,0,22
233,0,22
210,0,23
200,1,23
316,0,24
303,0,24
40,0,25
142,0,25
327,1,26
85,0,26
157,1,27
225,1,27
284,1,28
7,1,28
10,0,29
48,1,29
30,1,30
140,1,30
33,0,31
50,1,31
66,1,32
11,1,32
180,1,33
257,0,33
294,1,34
289,1,34
231,0,35
99,1,35
114,1,36
6,1,36
