node,obs_st,time
249,0,0
132,0,0
18,0,1
237,0,1
126,0,2
12,0,2
143,0,3
223,0,3
127,0,4
243,0,4
187,0,5
25,0,5
293,0,6
319,0,6
61,0,7
115,0,7
86,0,8
17,0,8
182,0,9
8,0,9
78,0,10
30,0,10
305,0,11
105,0,11
120,0,12
251,0,12
202,0,13
323,1,13
314,0,14
226,0,14
136,0,15
228,1,15
193,1,16
266,1,16
107,1,17
73,1,17
67,1,18
327,0,18
17,0,19
155,0,19
94,0,20
88,1,20
226,1,21
6,1,21
177,1,22
40,0,22
178,1,23
236,1,23
212,0,24
71,1,24
264,0,25
291,1,25
302,1,26
316,1,26
35,1,27
250,1,27
42,1,28
222,0,28
116,1,29
271,1,29
195,0,30
145,0,30
282,1,31
315,0,31
319,1,32
194,1,32
123,1,33
174,0,33
299,1,34
222,0,34
127,1,35
320,1,35
7,1,36
277,1,36
