node,obs_st,time
303,0,0
66,0,0
209,0,1
234,0,1
271,0,2
73,0,2
26,0,3
228,0,3
298,0,4
221,0,4
118,0,5
139,0,5
143,0,6
316,0,6
307,0,7
43,0,7
181,1,8
67,0,8
28,0,9
139,0,9
168,0,10
298,0,10
152,1,11
45,0,11
196,1,12
89,1,12
318,0,13
116,0,13
254,0,14
186,1,14
11,0,15
10,0,15
279,0,16
322,0,16
259,1,17
285,0,17
70,1,18
23,0,18
37,0,19
148,0,19
139,0,20
18,1,20
37,0,21
101,0,21
245,0,22
154,0,22
49,1,23
76,0,23
208,0,24
159,1,24
39,0,25
247,1,25
148,0,26
274,0,26
113,0,27
180,1,27
279,0,28
3,1,28
119,1,29
242,1,29
295,1,30
128,1,30
11,1,31
193,0,31
116,1,32
141,1,32
209,0,33
74,1,33
258,1,34
248,0,34
178,1,35
46,0,35
123,1,36
48,1,36
