node,obs_st,time
70,0,0
11,0,0
252,0,1
253,0,1
146,0,2
31,0,2
134,0,3
221,0,3
9,0,4
296,0,4
178,0,5
104,0,5
60,0,6
77,0,6
14,0,7
188,0,7
55,0,8
23,0,8
54,1,9
95,0,9
67,0,10
45,0,10
197,0,11
170,0,11
254,0,12
326,0,12
270,0,13
327,0,13
34,0,14
17,0,14
44,0,15
241,0,15
241,0,16
320,0,16
131,0,17
71,0,17
110,1,18
195,0,18
206,0,19
298,1,19
156,1,20
92,1,20
49,0,21
109,0,21
246,1,22
249,0,22
47,0,23
260,0,23
323,1,24
108,0,24
138,0,25
126,0,25
263,0,26
155,0,26
182,0,27
145,1,27
305,1,28
154,0,28
234,0,29
43,0,29
317,1,30
46,0,30
250,1,31
310,1,31
71,1,32
104,1,32
210,1,33
146,1,33
325,1,34
151,1,34
228,1,35
293,1,35
73,0,36
13,0,36
