node,obs_st,time
272,0,0
65,0,0
321,0,1
104,0,1
314,0,2
65,0,2
240,0,3
238,0,3
8,0,4
279,0,4
139,0,5
152,0,5
77,0,6
31,0,6
270,0,7
18,0,7
229,0,8
309,0,8
195,0,9
248,0,9
275,1,10
27,0,10
39,0,11
10,0,11
215,1,12
289,0,12
277,0,13
191,0,13
102,0,14
73,0,14
183,0,15
295,0,15
16,0,16
291,0,16
61,0,17
198,0,17
278,0,18
174,0,18
150,1,19
40,0,19
278,0,20
2,0,20
146,1,21
64,1,21
276,0,22
68,0,22
288,0,23
75,0,23
314,0,24
317,0,24
61,0,25
205,0,25
124,0,26
58,0,26
132,0,27
117,0,27
287,0,28
94,0,28
320,0,29
74,0,29
84,0,30
29,0,30
281,1,31
184,0,31
48,1,32
268,0,32
213,0,33
181,0,33
192,0,34
223,0,34
174,0,35
33,0,35
68,0,36
132,0,36
