node,obs_st,time
75,0,0
32,0,0
166,0,1
295,1,1
290,0,2
229,0,2
113,0,3
316,0,3
155,0,4
110,0,4
40,0,5
24,0,5
17,0,6
9,0,6
121,0,7
283,0,7
247,0,8
210,0,8
257,0,9
105,0,9
8,0,10
150,0,10
160,0,11
134,0,11
274,0,12
305,0,12
286,0,13
151,0,13
215,0,14
189,0,14
285,0,15
198,0,15
249,1,16
227,0,16
133,0,17
147,0,17
208,0,18
79,0,18
92,1,19
218,0,19
230,0,20
182,0,20
185,0,21
64,1,21
96,1,22
236,1,22
73,0,23
150,1,23
130,0,24
167,0,24
225,0,25
244,0,25
184,0,26
80,1,26
307,1,27
28,1,27
323,0,28
78,1,28
79,0,29
289,1,29
99,1,30
37,0,30
285,1,31
201,1,31
258,1,32
292,0,32
168,0,33
170,0,33
140,1,34
31,1,34
172,0,35
156,0,35
106,1,36
121,0,36
