node,obs_st,time
198,0,0
203,0,0
26,0,1
188,0,1
38,0,2
213,0,2
292,0,3
285,0,3
186,0,4
321,0,4
319,0,5
72,0,5
144,0,6
172,0,6
68,0,7
76,0,7
111,0,8
2,1,8
90,0,9
196,0,9
0,0,10
11,0,10
189,0,11
38,0,11
202,0,12
17,0,12
325,1,13
120,1,13
267,1,14
94,0,14
218,1,15
191,0,15
277,0,16
314,1,16
69,1,17
260,1,17
308,1,18
189,0,18
219,0,19
128,1,19
11,1,20
46,1,20
68,1,21
57,0,21
1,0,22
47,1,22
273,1,23
310,1,23
121,1,24
155,0,24
67,1,25
105,1,25
92,1,26
13,0,26
96,1,27
36,1,27
311,1,28
227,1,28
247,1,29
84,0,29
154,1,30
187,0,30
203,1,31
23,1,31
164,0,32
81,1,32
108,1,33
142,0,33
192,0,34
259,0,34
202,1,35
85,1,35
200,1,36
80,1,36
