node,obs_st,time
288,0,0
18,0,0
219,0,1
193,0,1
113,0,2
77,0,2
145,0,3
249,0,3
251,0,4
128,0,4
146,0,5
55,0,5
65,0,6
275,0,6
82,0,7
183,0,7
259,0,8
223,0,8
9,0,9
19,0,9
60,0,10
154,0,10
90,0,11
204,1,11
33,0,12
153,1,12
107,0,13
158,0,13
255,0,14
73,0,14
139,0,15
126,1,15
88,0,16
149,0,16
273,0,17
110,0,17
47,0,18
267,0,18
95,0,19
316,0,19
220,0,20
7,0,20
8,0,21
183,0,21
123,1,22
71,0,22
99,0,23
128,1,23
272,1,24
308,0,24
138,0,25
224,0,25
162,0,26
228,0,26
247,1,27
175,0,27
180,0,28
222,0,28
220,0,29
55,0,29
251,0,30
236,1,30
259,0,31
28,0,31
12,0,32
2,0,32
129,0,33
118,0,33
131,1,34
224,0,34
156,0,35
309,0,35
181,0,36
223,0,36
