node,obs_st,time
179,0,0
253,0,0
184,0,1
232,0,1
244,0,2
21,0,2
284,0,3
116,0,3
221,0,4
157,0,4
69,0,5
149,0,5
119,0,6
167,0,6
233,0,7
222,0,7
122,0,8
221,0,8
230,0,9
155,0,9
78,0,10
177,0,10
278,0,11
299,0,11
16,0,12
121,0,12
84,0,13
295,0,13
175,0,14
262,0,14
183,0,15
318,0,15
137,0,16
12,0,16
2,0,17
43,0,17
175,0,18
101,0,18
177,0,19
239,1,19
119,0,20
235,0,20
154,0,21
296,0,21
73,0,22
274,0,22
141,1,23
25,0,23
20,0,24
224,0,24
17,0,25
185,1,25
287,0,26
179,0,26
33,0,27
20,0,27
312,1,28
304,1,28
318,1,29
104,0,29
90,0,30
298,1,30
38,0,31
222,0,31
103,0,32
241,0,32
203,0,33
215,1,33
45,1,34
229,0,34
164,0,35
52,0,35
199,0,36
234,0,36
