node,obs_st,time
312,0,0
16,0,0
83,0,1
278,0,1
77,0,2
30,0,2
97,0,3
23,0,3
46,0,4
110,0,4
89,0,5
156,0,5
128,0,6
118,0,6
185,0,7
237,0,7
168,0,8
269,0,8
223,0,9
62,1,9
266,0,10
13,0,10
241,0,11
227,0,11
135,0,12
13,0,12
321,0,13
59,0,13
104,0,14
37,0,14
0,0,15
70,1,15
155,0,16
90,0,16
310,0,17
218,0,17
52,0,18
48,1,18
209,0,19
197,0,19
41,1,20
310,0,20
94,0,21
298,0,21
147,0,22
275,1,22
84,0,23
136,0,23
19,0,24
253,1,24
196,0,25
233,1,25
258,1,26
263,0,26
30,0,27
236,1,27
306,0,28
243,1,28
36,1,29
188,0,29
90,0,30
210,0,30
84,0,31
65,0,31
105,0,32
129,0,32
132,0,33
255,0,33
289,1,34
130,0,34
49,1,35
223,0,35
74,1,36
295,0,36
