node,obs_st,time
224,0,0
161,0,0
81,0,1
68,0,1
200,0,2
160,0,2
198,0,3
136,1,3
264,0,4
139,0,4
82,0,5
292,0,5
82,0,6
210,0,6
192,0,7
253,0,7
129,0,8
255,0,8
282,0,9
223,0,9
111,0,10
24,0,10
195,0,11
110,1,11
240,0,12
10,0,12
28,0,13
202,0,13
47,0,14
143,0,14
149,0,15
88,0,15
149,0,16
36,0,16
267,0,17
222,0,17
281,1,18
14,0,18
89,1,19
312,0,19
101,0,20
301,0,20
122,1,21
216,0,21
114,1,22
290,1,22
320,0,23
93,1,23
166,1,24
248,0,24
72,0,25
79,1,25
104,1,26
138,1,26
18,1,27
172,1,27
147,0,28
94,0,28
29,0,29
70,1,29
48,1,30
143,0,30
77,0,31
126,1,31
319,1,32
174,0,32
77,0,33
173,0,33
113,1,34
274,0,34
254,0,35
87,1,35
170,0,36
168,0,36
