node,obs_st,time
204,0,0
221,0,0
86,0,1
75,0,1
251,0,2
298,0,2
299,0,3
204,0,3
154,0,4
52,0,4
39,0,5
123,0,5
184,0,6
234,0,6
67,0,7
127,0,7
11,0,8
178,0,8
16,0,9
286,0,9
167,0,10
268,1,10
110,1,11
73,0,11
216,0,12
166,1,12
66,0,13
223,0,13
16,0,14
103,0,14
300,0,15
239,0,15
113,1,16
180,0,16
320,0,17
318,0,17
155,0,18
236,0,18
72,0,19
64,0,19
279,0,20
50,0,20
298,0,21
80,0,21
242,0,22
251,1,22
11,1,23
117,1,23
120,0,24
220,0,24
0,0,25
279,0,25
47,0,26
307,1,26
65,0,27
146,0,27
103,0,28
230,0,28
33,0,29
242,0,29
206,0,30
133,1,30
95,1,31
191,0,31
118,0,32
64,1,32
278,0,33
200,1,33
140,0,34
294,1,34
272,1,35
16,1,35
91,0,36
150,1,36
