node,obs_st,time
7,0,0
223,0,0
179,0,1
197,0,1
103,0,2
20,0,2
258,0,3
226,0,3
300,0,4
117,0,4
24,0,5
40,0,5
50,1,6
242,0,6
170,0,7
308,0,7
36,0,8
7,0,8
260,1,9
232,0,9
22,0,10
83,0,10
80,0,11
294,0,11
171,0,12
170,0,12
261,0,13
189,0,13
295,0,14
314,0,14
225,0,15
7,0,15
277,0,16
93,0,16
90,0,17
285,0,17
35,1,18
197,0,18
265,0,19
78,1,19
27,1,20
304,1,20
54,0,21
313,1,21
320,1,22
268,0,22
53,0,23
263,1,23
53,0,24
166,0,24
34,1,25
75,0,25
204,1,26
298,0,26
110,1,27
62,1,27
120,0,28
292,0,28
7,1,29
58,0,29
46,1,30
219,1,30
60,1,31
177,1,31
142,0,32
235,0,32
201,1,33
271,1,33
68,0,34
212,0,34
108,1,35
319,1,35
102,1,36
133,1,36
