node,obs_st,time
112,0,0
58,0,0
44,0,1
37,0,1
291,0,2
15,0,2
188,0,3
73,0,3
122,0,4
253,0,4
68,0,5
265,0,5
64,0,6
142,0,6
27,0,7
248,0,7
38,0,8
34,0,8
71,0,9
20,0,9
289,0,10
227,0,10
70,0,11
225,0,11
321,0,12
144,0,12
114,0,13
186,0,13
108,0,14
134,0,14
265,0,15
239,0,15
229,0,16
20,0,16
113,0,17
326,0,17
7,0,18
189,0,18
103,0,19
180,1,19
67,1,20
305,0,20
32,1,21
31,1,21
89,0,22
191,1,22
4,0,23
213,0,23
171,0,24
323,0,24
6,0,25
189,0,25
105,1,26
126,1,26
162,1,27
107,0,27
281,1,28
312,0,28
273,1,29
184,0,29
121,0,30
13,0,30
123,1,31
287,0,31
188,0,32
186,0,32
117,1,33
311,1,33
235,0,34
271,1,34
270,1,35
164,0,35
82,1,36
259,0,36
