node,obs_st,time
224,0,0
251,0,0
327,0,1
194,0,1
275,0,2
81,0,2
320,0,3
289,0,3
147,1,4
313,0,4
277,0,5
272,0,5
11,0,6
28,0,6
240,1,7
73,0,7
264,0,8
23,1,8
53,1,9
104,0,9
64,0,10
239,0,10
7,0,11
105,1,11
246,0,12
228,1,12
312,0,13
59,0,13
304,0,14
128,0,14
60,1,15
85,0,15
67,0,16
183,0,16
171,1,17
118,1,17
304,1,18
30,0,18
70,1,19
314,0,19
266,1,20
9,0,20
0,0,21
56,1,21
245,1,22
41,1,22
165,0,23
226,0,23
312,1,24
165,0,24
1,0,25
167,0,25
258,1,26
73,1,26
63,0,27
140,1,27
233,1,28
195,0,28
237,1,29
317,1,29
101,1,30
39,1,30
32,1,31
67,1,31
30,0,32
17,0,32
8,1,33
274,0,33
277,1,34
230,0,34
12,1,35
113,1,35
166,1,36
138,1,36
