node,obs_st,time
282,0,0
127,0,0
219,0,1
239,0,1
122,0,2
213,0,2
249,0,3
135,0,3
100,0,4
14,0,4
286,0,5
318,0,5
296,0,6
234,0,6
269,0,7
232,0,7
105,0,8
244,0,8
210,0,9
106,0,9
18,0,10
82,0,10
311,0,11
235,0,11
115,0,12
288,0,12
255,0,13
36,0,13
27,0,14
124,0,14
324,0,15
7,0,15
276,0,16
291,0,16
201,0,17
254,0,17
24,0,18
8,0,18
258,0,19
30,0,19
319,0,20
257,0,20
282,1,21
171,0,21
223,0,22
66,0,22
257,0,23
303,0,23
23,0,24
289,0,24
21,0,25
171,0,25
26,0,26
225,0,26
32,1,27
25,0,27
293,0,28
25,0,28
18,1,29
169,0,29
76,0,30
139,0,30
122,0,31
205,0,31
327,0,32
76,0,32
271,1,33
64,0,33
19,0,34
181,0,34
8,0,35
138,0,35
72,0,36
194,0,36
