node,obs_st,time
200,0,0
88,0,0
207,0,1
180,0,1
303,0,2
0,0,2
270,0,3
68,0,3
262,0,4
22,0,4
70,0,5
263,0,5
310,0,6
218,0,6
229,0,7
202,0,7
321,0,8
152,0,8
3,0,9
44,0,9
149,0,10
317,0,10
81,0,11
142,0,11
306,0,12
298,0,12
61,0,13
140,0,13
167,0,14
175,0,14
262,0,15
237,0,15
102,0,16
320,0,16
302,0,17
175,1,17
9,0,18
273,1,18
71,1,19
42,1,19
230,0,20
247,1,20
291,1,21
78,1,21
148,0,22
145,1,22
25,0,23
95,1,23
159,1,24
136,0,24
132,0,25
137,1,25
172,1,26
123,1,26
92,1,27
54,1,27
43,0,28
114,1,28
285,1,29
290,1,29
309,1,30
182,0,30
169,0,31
158,0,31
37,0,32
305,1,32
251,1,33
297,1,33
129,0,34
82,1,34
38,0,35
288,0,35
102,1,36
64,1,36
