node,obs_st,time
320,0,0
281,0,0
10,0,1
287,0,1
192,0,2
38,0,2
128,0,3
183,0,3
191,0,4
133,0,4
106,1,5
169,0,5
15,0,6
259,0,6
286,0,7
168,0,7
71,0,8
177,0,8
300,0,9
215,0,9
186,0,10
52,0,10
192,0,11
51,0,11
250,1,12
284,0,12
145,0,13
142,0,13
100,0,14
313,0,14
259,0,15
296,0,15
40,0,16
222,0,16
237,1,17
315,0,17
143,0,18
0,0,18
303,0,19
314,0,19
204,1,20
181,0,20
217,0,21
194,1,21
78,1,22
192,0,22
52,0,23
195,0,23
295,0,24
101,0,24
193,0,25
233,0,25
326,0,26
45,0,26
87,1,27
260,0,27
319,0,28
72,0,28
67,1,29
317,0,29
7,0,30
167,0,30
219,0,31
72,0,31
214,0,32
244,1,32
178,0,33
284,0,33
139,0,34
98,0,34
144,0,35
190,0,35
13,0,36
169,0,36
