node,obs_st,time
46,0,0
284,0,0
65,0,1
120,0,1
104,0,2
120,0,2
122,0,3
302,0,3
304,0,4
128,0,4
51,0,5
60,0,5
130,0,6
97,0,6
236,0,7
250,0,7
266,0,8
260,0,8
139,0,9
277,0,9
24,0,10
83,0,10
129,0,11
236,0,11
222,0,12
31,1,12
95,0,13
96,0,13
99,1,14
267,0,14
273,0,15
230,0,15
145,0,16
132,0,16
310,0,17
290,0,17
183,0,18
218,0,18
223,0,19
272,1,19
150,1,20
325,0,20
203,0,21
228,1,21
132,0,22
71,1,22
125,1,23
242,0,23
12,0,24
48,1,24
313,0,25
49,1,25
38,0,26
85,0,26
289,1,27
4,0,27
38,0,28
178,0,28
151,0,29
14,0,29
290,0,30
34,1,30
11,1,31
147,0,31
70,1,32
311,0,32
225,0,33
142,0,33
243,1,34
224,0,34
200,0,35
215,1,35
260,0,36
191,1,36
