node,obs_st,time
151,0,0
137,0,0
5,0,1
97,0,1
283,0,2
260,0,2
45,0,3
40,0,3
319,0,4
281,0,4
223,0,5
155,0,5
94,0,6
197,0,6
3,0,7
9,0,7
205,0,8
118,0,8
160,0,9
279,0,9
301,0,10
183,0,10
284,0,11
311,0,11
168,0,12
124,0,12
145,0,13
209,0,13
73,1,14
133,0,14
271,0,15
282,0,15
105,0,16
57,0,16
180,1,17
14,0,17
187,0,18
34,0,18
214,0,19
24,0,19
128,1,20
103,0,20
113,0,21
93,0,21
198,0,22
48,1,22
129,1,23
191,1,23
111,1,24
102,0,24
150,1,25
106,1,25
232,1,26
144,0,26
96,1,27
66,1,27
221,0,28
21,0,28
318,0,29
16,1,29
124,0,30
227,0,30
222,0,31
297,0,31
324,0,32
120,0,32
227,0,33
241,0,33
326,0,34
323,1,34
10,0,35
241,0,35
63,0,36
145,0,36
