node,obs_st,time
199,0,0
192,0,0
26,0,1
181,0,1
53,0,2
101,0,2
226,0,3
269,0,3
172,0,4
121,0,4
27,0,5
110,0,5
202,0,6
52,0,6
271,0,7
119,0,7
310,0,8
126,0,8
43,1,9
92,0,9
72,1,10
39,1,10
214,0,11
233,0,11
239,0,12
128,0,12
229,0,13
37,1,13
253,0,14
107,1,14
203,1,15
81,1,15
151,0,16
229,0,16
249,1,17
150,1,17
78,1,18
23,0,18
51,1,19
131,0,19
87,1,20
97,1,20
255,0,21
123,1,21
70,1,22
282,1,22
310,1,23
316,1,23
178,1,24
124,1,24
250,1,25
212,0,25
29,0,26
185,1,26
325,1,27
226,0,27
166,1,28
237,1,28
156,0,29
79,1,29
114,1,30
108,1,30
215,1,31
128,1,31
41,1,32
212,0,32
86,0,33
138,1,33
82,1,34
259,0,34
198,0,35
130,1,35
213,1,36
125,1,36
