node,obs_st,time
21,0,0
34,0,0
148,0,1
80,0,1
31,0,2
30,0,2
116,0,3
262,1,3
193,0,4
99,0,4
303,0,5
202,0,5
61,0,6
140,0,6
131,0,7
103,0,7
180,0,8
16,1,8
208,0,9
23,0,9
316,0,10
166,0,10
23,0,11
51,1,11
2,0,12
115,0,12
300,0,13
12,0,13
26,0,14
180,1,14
185,0,15
20,0,15
117,0,16
175,1,16
136,0,17
246,1,17
239,0,18
204,1,18
241,0,19
264,0,19
5,1,20
141,0,20
283,0,21
26,0,21
157,1,22
60,0,22
299,0,23
150,1,23
46,0,24
309,0,24
192,0,25
136,0,25
314,0,26
305,0,26
163,0,27
239,0,27
238,1,28
127,0,28
197,0,29
45,1,29
13,0,30
298,0,30
120,0,31
263,0,31
199,0,32
13,0,32
286,0,33
218,0,33
158,0,34
193,0,34
240,0,35
133,0,35
299,0,36
198,0,36
