node,obs_st,time
257,0,0
38,0,0
191,0,1
313,0,1
316,0,2
162,0,2
249,0,3
73,0,3
29,0,4
153,0,4
58,0,5
84,0,5
157,0,6
18,0,6
123,0,7
231,0,7
124,0,8
83,0,8
39,0,9
255,0,9
279,0,10
225,0,10
154,0,11
132,0,11
269,0,12
24,0,12
233,0,13
48,0,13
194,0,14
121,0,14
249,0,15
204,0,15
215,0,16
68,0,16
7,0,17
108,0,17
113,0,18
7,0,18
98,0,19
303,1,19
146,0,20
273,0,20
235,0,21
279,0,21
65,0,22
276,0,22
83,0,23
317,1,23
219,1,24
69,0,24
107,0,25
172,0,25
196,0,26
13,0,26
63,0,27
318,1,27
319,1,28
20,0,28
175,1,29
215,1,29
193,0,30
274,0,30
30,0,31
50,0,31
198,0,32
234,0,32
34,1,33
241,0,33
40,0,34
89,0,34
112,1,35
77,0,35
284,0,36
77,0,36
