node,obs_st,time
97,0,0
14,0,0
234,0,1
131,0,1
97,0,2
265,0,2
51,0,3
78,0,3
281,0,4
2,0,4
114,0,5
85,0,5
15,0,6
16,0,6
183,0,7
122,0,7
140,0,8
40,0,8
154,0,9
63,0,9
294,0,10
104,0,10
119,0,11
19,0,11
137,0,12
176,0,12
208,0,13
200,0,13
233,0,14
123,0,14
299,0,15
298,0,15
78,0,16
79,0,16
113,0,17
69,1,17
230,0,18
192,0,18
15,0,19
97,1,19
176,0,20
88,0,20
180,0,21
48,1,21
0,0,22
10,0,22
10,0,23
313,0,23
327,0,24
194,1,24
304,0,25
78,1,25
77,0,26
241,0,26
240,0,27
200,0,27
108,1,28
57,0,28
76,0,29
21,0,29
276,0,30
120,0,30
76,0,31
116,0,31
42,1,32
163,0,32
55,0,33
21,0,33
165,0,34
160,1,34
75,0,35
71,1,35
204,1,36
2,0,36
