node,obs_st,time
83,0,0
313,0,0
167,0,1
200,0,1
284,0,2
199,0,2
257,0,3
178,0,3
266,0,4
81,0,4
112,0,5
267,0,5
195,0,6
284,0,6
141,0,7
10,0,7
132,0,8
89,0,8
213,0,9
104,0,9
242,1,10
3,1,10
113,0,11
97,1,11
195,0,12
40,0,12
51,0,13
275,0,13
12,0,14
5,0,14
286,0,15
5,0,15
77,0,16
138,0,16
111,0,17
128,0,17
317,0,18
212,0,18
306,0,19
59,0,19
92,1,20
324,0,20
203,0,21
93,0,21
159,0,22
170,0,22
207,1,23
197,0,23
209,0,24
223,0,24
130,0,25
319,0,25
280,0,26
291,0,26
201,0,27
310,0,27
99,0,28
323,0,28
189,0,29
251,0,29
324,0,30
21,0,30
25,0,31
299,0,31
145,0,32
193,0,32
114,0,33
38,0,33
162,0,34
128,0,34
49,0,35
199,0,35
13,0,36
291,0,36
