node,obs_st,time
22,0,0
107,0,0
202,0,1
180,0,1
162,0,2
114,0,2
236,0,3
161,0,3
319,0,4
203,0,4
58,0,5
146,0,5
300,0,6
111,1,6
241,1,7
200,0,7
39,0,8
324,0,8
294,0,9
34,0,9
318,0,10
179,0,10
156,0,11
157,0,11
168,0,12
287,0,12
40,0,13
288,0,13
137,0,14
252,0,14
275,0,15
108,0,15
112,0,16
250,0,16
220,0,17
126,1,17
144,1,18
48,1,18
18,1,19
30,1,19
52,0,20
296,1,20
193,1,21
293,0,21
221,0,22
52,0,22
232,1,23
281,1,23
91,1,24
254,0,24
99,1,25
98,1,25
67,1,26
103,0,26
134,0,27
42,1,27
257,0,28
327,1,28
43,1,29
264,0,29
224,0,30
140,1,30
177,1,31
12,0,31
119,0,32
290,1,32
122,1,33
10,0,33
208,1,34
90,0,34
301,0,35
55,0,35
35,1,36
210,0,36
