node,obs_st,time
159,0,0
146,0,0
56,0,1
186,0,1
287,0,2
281,0,2
189,0,3
0,0,3
136,0,4
276,0,4
211,0,5
59,0,5
286,0,6
313,1,6
153,0,7
132,0,7
262,0,8
153,0,8
325,0,9
235,0,9
43,0,10
66,0,10
127,0,11
1,0,11
128,0,12
122,0,12
137,0,13
175,1,13
182,0,14
1,0,14
144,1,15
71,0,15
262,0,16
164,0,16
67,1,17
171,0,17
80,1,18
224,0,18
88,0,19
30,0,19
114,0,20
255,0,20
275,1,21
40,0,21
5,1,22
192,0,22
211,0,23
250,1,23
235,0,24
24,0,24
159,1,25
51,0,25
174,0,26
208,0,26
37,0,27
103,0,27
35,1,28
233,1,28
243,1,29
135,0,29
74,1,30
256,0,30
202,0,31
194,1,31
134,0,32
260,0,32
170,0,33
306,1,33
176,0,34
137,1,34
119,0,35
70,1,35
247,1,36
28,1,36
