node,obs_st,time
155,0,0
297,0,0
113,0,1
278,0,1
164,0,2
272,0,2
255,0,3
168,0,3
60,0,4
161,0,4
181,0,5
117,0,5
217,0,6
262,0,6
309,0,7
202,0,7
227,0,8
87,1,8
255,0,9
41,0,9
136,0,10
253,0,10
69,0,11
256,0,11
154,0,12
246,1,12
84,0,13
193,0,13
64,1,14
118,0,14
214,0,15
152,0,15
251,0,16
104,0,16
191,0,17
178,0,17
146,1,18
120,0,18
29,0,19
62,0,19
157,1,20
86,0,20
297,0,21
288,0,21
0,0,22
311,0,22
110,0,23
200,0,23
109,0,24
169,0,24
210,0,25
219,0,25
296,0,26
147,0,26
158,0,27
188,0,27
179,0,28
188,0,28
84,0,29
115,0,29
311,0,30
300,0,30
139,0,31
33,0,31
151,0,32
177,1,32
239,0,33
5,0,33
0,0,34
70,0,34
213,0,35
294,0,35
216,0,36
169,0,36
