node,obs_st,time
283,0,0
104,0,0
315,0,1
92,0,1
197,0,2
97,0,2
296,1,3
288,0,3
60,0,4
321,1,4
121,0,5
322,1,5
246,0,6
249,0,6
193,0,7
222,0,7
175,0,8
28,0,8
194,0,9
317,1,9
22,0,10
227,0,10
88,0,11
248,0,11
229,0,12
244,0,12
42,0,13
132,0,13
34,1,14
241,0,14
48,1,15
75,0,15
269,0,16
310,0,16
2,0,17
3,1,17
325,1,18
187,0,18
220,0,19
144,0,19
248,0,20
136,0,20
195,0,21
156,0,21
1,0,22
173,0,22
297,1,23
122,1,23
139,0,24
2,0,24
248,0,25
319,1,25
104,1,26
227,0,26
215,1,27
55,0,27
112,1,28
128,1,28
188,0,29
138,0,29
15,0,30
223,0,30
255,0,31
18,1,31
134,0,32
15,0,32
263,0,33
151,0,33
261,0,34
38,0,34
96,1,35
303,0,35
314,0,36
125,1,36
