node,obs_st,time
133,0,0
44,0,0
137,0,1
286,0,1
23,0,2
74,0,2
105,0,3
48,0,3
312,0,4
84,0,4
61,0,5
168,0,5
204,0,6
316,0,6
139,0,7
6,0,7
232,0,8
314,0,8
94,0,9
281,0,9
250,0,10
185,0,10
131,0,11
314,0,11
89,0,12
123,0,12
145,0,13
54,0,13
322,0,14
233,0,14
34,1,15
125,0,15
282,0,16
201,0,16
278,0,17
115,0,17
121,0,18
21,0,18
115,0,19
48,1,19
208,0,20
205,1,20
183,0,21
314,0,21
249,1,22
108,1,22
61,0,23
90,0,23
124,0,24
4,0,24
8,0,25
309,0,25
65,0,26
238,1,26
94,0,27
226,0,27
226,0,28
194,1,28
245,0,29
114,0,29
60,0,30
229,0,30
325,0,31
223,0,31
139,0,32
11,1,32
241,0,33
129,0,33
133,0,34
39,0,34
201,1,35
244,0,35
303,0,36
17,0,36
