node,obs_st,time
29,0,0
69,0,0
40,0,1
12,0,1
283,0,2
130,0,2
172,0,3
296,0,3
296,0,4
317,0,4
151,0,5
157,0,5
110,0,6
228,0,6
77,1,7
312,0,7
260,1,8
263,0,8
102,0,9
14,0,9
239,0,10
298,0,10
225,0,11
242,0,11
170,0,12
286,0,12
100,0,13
21,0,13
103,0,14
165,0,14
94,0,15
322,0,15
90,0,16
18,0,16
112,0,17
87,0,17
84,0,18
14,0,18
137,1,19
286,0,19
321,0,20
183,0,20
147,1,21
327,0,21
302,0,22
240,1,22
149,0,23
308,0,23
131,0,24
89,0,24
315,0,25
268,0,25
15,1,26
223,0,26
302,1,27
158,0,27
269,1,28
210,1,28
205,1,29
284,1,29
86,0,30
8,1,30
237,1,31
135,0,31
279,0,32
295,0,32
245,1,33
33,1,33
73,1,34
113,1,34
83,1,35
301,1,35
98,1,36
129,1,36
