node,obs_st,time
322,0,0
281,0,0
308,0,1
326,0,1
38,0,2
271,0,2
117,0,3
233,0,3
135,0,4
37,0,4
301,0,5
212,0,5
8,0,6
240,0,6
260,0,7
231,0,7
216,0,8
68,0,8
79,0,9
119,0,9
235,0,10
16,0,10
211,0,11
301,0,11
202,0,12
139,0,12
235,0,13
50,0,13
167,0,14
275,0,14
323,0,15
111,0,15
289,0,16
163,0,16
305,0,17
178,0,17
104,0,18
276,0,18
43,0,19
96,0,19
34,0,20
290,1,20
320,0,21
165,0,21
6,0,22
3,0,22
219,0,23
120,0,23
147,0,24
110,0,24
289,0,25
131,0,25
253,0,26
5,0,26
102,0,27
210,0,27
28,1,28
284,0,28
113,0,29
77,0,29
124,0,30
94,0,30
188,0,31
306,1,31
258,1,32
0,0,32
252,0,33
45,1,33
115,0,34
25,0,34
218,0,35
292,1,35
311,1,36
287,0,36
