node,obs_st,time
180,0,0
97,0,0
287,0,1
218,0,1
163,0,2
105,0,2
17,0,3
66,0,3
87,1,4
233,0,4
165,0,5
20,0,5
211,0,6
50,0,6
216,1,7
27,1,7
140,0,8
6,0,8
275,0,9
208,1,9
270,1,10
112,0,10
131,0,11
310,1,11
182,0,12
5,0,12
301,1,13
151,0,13
32,0,14
204,1,14
60,1,15
325,1,15
326,1,16
102,0,16
172,0,17
112,0,17
202,0,18
99,1,18
240,1,19
72,1,19
219,1,20
121,1,20
141,1,21
158,1,21
120,0,22
302,1,22
137,1,23
109,1,23
168,1,24
93,1,24
59,0,25
214,0,25
11,1,26
289,1,26
245,0,27
285,1,27
59,0,28
104,1,28
74,1,29
55,0,29
24,0,30
13,0,30
171,0,31
261,0,31
259,0,32
23,1,32
249,1,33
19,1,33
189,1,34
73,1,34
218,1,35
252,1,35
67,1,36
1,0,36
