node,obs_st,time
304,0,0
2,1,0
123,0,1
287,0,1
140,0,2
97,0,2
209,0,3
323,0,3
179,1,4
94,0,4
150,0,5
322,0,5
232,0,6
85,0,6
319,0,7
48,0,7
168,0,8
112,0,8
234,0,9
55,0,9
242,0,10
293,0,10
138,0,11
234,0,11
142,0,12
276,1,12
70,0,13
281,0,13
39,1,14
71,0,14
88,0,15
0,0,15
174,0,16
202,0,16
325,0,17
267,1,17
76,1,18
285,0,18
36,1,19
141,0,19
13,0,20
106,1,20
161,1,21
144,1,21
105,1,22
7,0,22
18,1,23
160,1,23
317,1,24
199,1,24
223,0,25
138,0,25
237,1,26
122,1,26
180,1,27
89,0,27
285,0,28
14,1,28
249,1,29
266,1,29
27,1,30
235,0,30
34,1,31
259,1,31
228,1,32
265,0,32
299,1,33
169,0,33
52,0,34
65,0,34
116,1,35
316,1,35
120,0,36
231,1,36
