node,obs_st,time
235,0,0
128,0,0
238,0,1
62,0,1
108,0,2
300,0,2
183,0,3
215,0,3
4,0,4
99,0,4
139,0,5
122,0,5
269,0,6
9,0,6
175,0,7
205,0,7
317,1,8
215,0,8
40,1,9
289,0,9
96,0,10
38,0,10
26,1,11
268,0,11
149,0,12
144,0,12
235,0,13
8,0,13
133,1,14
276,0,14
48,0,15
297,1,15
125,1,16
226,0,16
62,1,17
178,0,17
277,1,18
238,1,18
4,0,19
151,1,19
224,0,20
245,0,20
228,0,21
119,0,21
204,1,22
19,0,22
39,1,23
275,1,23
193,0,24
274,1,24
64,1,25
16,0,25
313,1,26
251,1,26
212,1,27
61,0,27
260,1,28
287,1,28
321,1,29
63,1,29
42,1,30
211,1,30
194,1,31
300,1,31
285,0,32
34,1,32
9,1,33
113,0,33
216,1,34
309,1,34
207,1,35
85,1,35
257,1,36
157,1,36
