node,obs_st,time
3,0,0
36,0,0
258,0,1
273,0,1
125,0,2
264,0,2
106,0,3
283,0,3
181,0,4
162,0,4
203,0,5
24,0,5
120,0,6
228,0,6
221,0,7
138,0,7
281,0,8
116,0,8
138,0,9
48,0,9
313,0,10
166,0,10
303,0,11
135,1,11
176,0,12
241,0,12
2,0,13
126,0,13
250,1,14
191,0,14
282,0,15
213,0,15
7,0,16
122,0,16
206,0,17
98,1,17
48,1,18
306,0,18
282,1,19
285,1,19
306,0,20
245,1,20
129,1,21
118,0,21
55,0,22
233,0,22
45,0,23
42,1,23
155,0,24
257,0,24
45,1,25
239,0,25
167,0,26
230,0,26
270,1,27
176,0,27
64,1,28
137,1,28
228,1,29
207,1,29
148,0,30
281,1,30
188,0,31
118,0,31
131,1,32
253,1,32
326,0,33
299,0,33
158,0,34
221,0,34
237,1,35
291,0,35
28,1,36
165,0,36
