node,obs_st,time
226,0,0
261,0,0
218,0,1
98,0,1
202,0,2
88,0,2
319,0,3
184,0,3
216,0,4
273,0,4
165,0,5
57,0,5
266,0,6
138,0,6
6,0,7
103,0,7
294,0,8
140,0,8
90,0,9
287,0,9
87,0,10
250,0,10
312,0,11
18,0,11
19,0,12
89,0,12
40,0,13
291,0,13
307,0,14
87,0,14
49,0,15
117,1,15
102,0,16
69,0,16
164,0,17
173,0,17
76,0,18
326,0,18
86,0,19
305,0,19
108,1,20
180,1,20
89,0,21
305,1,21
1,0,22
145,1,22
309,1,23
166,0,23
316,0,24
41,1,24
5,1,25
29,0,25
27,0,26
57,0,26
214,1,27
165,0,27
71,1,28
286,0,28
36,0,29
122,1,29
212,1,30
187,0,30
82,1,31
176,0,31
131,0,32
42,1,32
317,1,33
166,1,33
61,0,34
240,0,34
268,1,35
49,1,35
172,1,36
110,1,36
