node,obs_st,time
248,0,0
327,0,0
126,0,1
68,0,1
265,0,2
306,0,2
20,0,3
215,0,3
179,0,4
64,0,4
224,0,5
7,0,5
157,0,6
244,0,6
281,0,7
16,0,7
155,0,8
33,0,8
320,0,9
275,1,9
245,1,10
154,0,10
239,0,11
111,0,11
171,1,12
56,0,12
102,1,13
289,1,13
200,0,14
175,1,14
198,0,15
182,0,15
78,1,16
119,0,16
162,1,17
62,1,17
96,1,18
70,1,18
58,0,19
259,0,19
267,0,20
207,1,20
80,1,21
107,0,21
21,0,22
299,1,22
32,1,23
254,0,23
261,0,24
277,1,24
86,0,25
111,0,25
300,1,26
75,0,26
172,0,27
298,1,27
272,1,28
253,1,28
204,1,29
34,1,29
95,0,30
306,1,30
186,0,31
140,1,31
15,0,32
191,1,32
215,1,33
52,0,33
177,1,34
201,1,34
320,0,35
106,1,35
307,1,36
145,0,36
