node,obs_st,time
180,0,0
104,0,0
270,0,1
315,0,1
296,0,2
239,0,2
138,0,3
71,0,3
52,0,4
319,0,4
291,0,5
232,0,5
269,0,6
63,0,6
289,0,7
180,0,7
259,0,8
159,0,8
275,0,9
182,0,9
42,0,10
138,0,10
323,0,11
8,0,11
224,0,12
301,0,12
99,0,13
282,0,13
321,0,14
68,0,14
46,1,15
44,1,15
155,0,16
304,0,16
225,0,17
231,0,17
36,0,18
174,0,18
5,1,19
214,0,19
185,0,20
130,0,20
264,0,21
193,1,21
285,1,22
254,0,22
199,1,23
205,1,23
319,0,24
295,0,24
99,1,25
200,1,25
66,1,26
40,0,26
3,1,27
327,0,27
37,1,28
45,1,28
219,1,29
223,0,29
310,0,30
110,1,30
168,0,31
213,1,31
325,0,32
98,1,32
212,1,33
264,0,33
242,1,34
129,1,34
269,1,35
71,1,35
241,0,36
229,0,36
