node,obs_st,time
117,0,0
185,0,0
133,0,1
163,0,1
111,0,2
191,0,2
68,0,3
9,0,3
258,0,4
169,0,4
74,0,5
25,0,5
14,0,6
255,0,6
294,1,7
15,0,7
192,0,8
107,0,8
8,0,9
185,0,9
190,1,10
288,0,10
206,0,11
263,1,11
296,1,12
17,0,12
248,1,13
215,1,13
272,1,14
283,1,14
69,0,15
48,0,15
85,0,16
219,0,16
327,1,17
104,1,17
113,0,18
220,0,18
119,0,19
93,1,19
318,1,20
232,1,20
88,1,21
102,0,21
24,0,22
192,0,22
148,1,23
43,1,23
15,0,24
28,1,24
89,0,25
179,1,25
325,1,26
117,1,26
71,1,27
38,0,27
36,1,28
106,1,28
95,0,29
199,1,29
268,1,30
124,1,30
192,0,31
85,0,31
153,1,32
242,1,32
163,0,33
63,1,33
110,1,34
100,1,34
312,1,35
166,0,35
18,1,36
175,1,36
