node,obs_st,time
190,0,0
306,0,0
278,0,1
101,0,1
208,0,2
249,0,2
276,0,3
147,0,3
130,0,4
137,0,4
82,0,5
117,0,5
5,0,6
104,0,6
132,0,7
182,0,7
38,0,8
15,0,8
135,0,9
158,0,9
40,0,10
118,0,10
82,0,11
21,0,11
130,0,12
18,0,12
275,0,13
192,0,13
77,0,14
161,0,14
37,0,15
31,1,15
57,0,16
291,0,16
172,0,17
18,1,17
228,1,18
224,0,18
182,0,19
179,0,19
123,1,20
306,0,20
276,0,21
47,0,21
259,0,22
323,0,22
248,0,23
178,1,23
147,0,24
153,1,24
257,0,25
118,0,25
246,1,26
147,0,26
24,0,27
117,0,27
61,0,28
13,0,28
289,1,29
11,1,29
67,1,30
190,0,30
32,1,31
142,0,31
39,0,32
50,0,32
56,0,33
3,1,33
35,1,34
6,1,34
72,0,35
309,0,35
138,0,36
164,0,36
