node,obs_st,time
235,0,0
169,0,0
211,0,1
288,0,1
85,0,2
167,0,2
105,0,3
49,0,3
142,0,4
101,1,4
87,0,5
76,0,5
278,0,6
266,0,6
239,0,7
312,0,7
78,0,8
315,0,8
301,0,9
183,0,9
41,0,10
155,0,10
79,0,11
271,0,11
11,0,12
246,0,12
179,1,13
41,0,13
260,1,14
287,0,14
58,0,15
95,0,15
114,0,16
291,0,16
233,0,17
222,0,17
182,0,18
35,1,18
222,0,19
60,1,19
64,1,20
130,0,20
152,0,21
119,0,21
97,1,22
28,1,22
240,1,23
15,0,23
228,0,24
100,1,24
265,0,25
167,0,25
146,1,26
276,1,26
151,0,27
27,1,27
257,0,28
66,1,28
321,0,29
258,1,29
96,1,30
36,0,30
61,0,31
246,1,31
125,1,32
43,1,32
182,0,33
102,1,33
130,1,34
155,0,34
59,0,35
93,1,35
71,1,36
279,0,36
