node,obs_st,time
310,0,0
246,0,0
249,0,1
274,0,1
174,0,2
44,0,2
76,0,3
110,0,3
265,0,4
40,1,4
278,0,5
319,1,5
15,0,6
314,0,6
62,0,7
126,0,7
106,0,8
279,0,8
162,0,9
68,0,9
196,0,10
206,1,10
182,0,11
273,0,11
100,0,12
230,0,12
203,0,13
68,0,13
83,0,14
95,0,14
152,0,15
69,0,15
128,0,16
311,1,16
121,0,17
43,0,17
301,0,18
49,1,18
51,1,19
241,0,19
107,0,20
82,0,20
37,0,21
114,0,21
10,0,22
259,0,22
168,0,23
103,0,23
187,0,24
198,0,24
135,0,25
276,0,25
138,0,26
218,0,26
105,0,27
242,1,27
133,0,28
235,0,28
66,0,29
45,1,29
110,0,30
37,0,30
192,0,31
324,1,31
260,0,32
86,0,32
102,1,33
314,1,33
75,0,34
161,1,34
261,0,35
260,0,35
217,0,36
200,1,36
