node,obs_st,time
46,0,0
251,0,0
75,0,1
115,0,1
55,0,2
19,0,2
260,0,3
245,0,3
240,0,4
100,0,4
293,0,5
150,0,5
20,0,6
292,0,6
325,0,7
237,0,7
70,0,8
193,0,8
285,0,9
177,0,9
43,0,10
228,0,10
98,0,11
81,0,11
158,0,12
157,0,12
273,0,13
26,0,13
132,0,14
225,0,14
21,0,15
77,0,15
323,0,16
130,0,16
124,0,17
110,0,17
72,0,18
205,0,18
165,0,19
198,0,19
46,0,20
200,0,20
112,0,21
34,1,21
106,1,22
228,1,22
180,1,23
319,0,23
285,0,24
124,0,24
266,1,25
306,0,25
237,1,26
239,0,26
223,0,27
132,0,27
147,0,28
297,0,28
273,1,29
306,0,29
1,0,30
315,0,30
291,1,31
269,1,31
49,1,32
184,0,32
0,0,33
60,0,33
92,1,34
197,0,34
15,0,35
114,0,35
174,0,36
277,1,36
