node,obs_st,time
297,0,0
231,0,0
21,0,1
83,0,1
178,0,2
3,0,2
73,0,3
151,0,3
227,0,4
232,0,4
141,0,5
222,0,5
100,0,6
288,0,6
66,0,7
285,0,7
25,0,8
34,0,8
312,0,9
124,0,9
121,0,10
182,0,10
276,0,11
207,0,11
323,1,12
172,0,12
41,0,13
99,1,13
307,1,14
38,0,14
240,0,15
151,0,15
294,0,16
2,0,16
49,1,17
255,0,17
39,0,18
322,1,18
211,0,19
255,0,19
93,1,20
236,1,20
248,0,21
35,1,21
97,1,22
131,0,22
89,0,23
185,0,23
163,0,24
65,0,24
107,0,25
94,0,25
205,1,26
268,0,26
232,1,27
157,1,27
257,0,28
310,1,28
304,1,29
67,1,29
258,1,30
267,0,30
24,0,31
131,1,31
314,0,32
48,1,32
147,0,33
312,1,33
257,0,34
66,0,34
44,0,35
14,0,35
208,0,36
130,0,36
