node,obs_st,time
163,0,0
43,0,0
139,0,1
254,1,1
131,0,2
249,0,2
125,0,3
260,0,3
151,0,4
247,0,4
78,0,5
114,0,5
120,0,6
197,0,6
284,0,7
122,0,7
90,0,8
305,0,8
209,0,9
33,0,9
239,0,10
318,1,10
138,0,11
165,1,11
109,0,12
327,1,12
132,0,13
305,1,13
137,0,14
99,1,14
94,0,15
103,0,15
88,1,16
219,0,16
123,1,17
10,0,17
55,0,18
238,1,18
61,0,19
80,1,19
8,1,20
214,0,20
240,1,21
195,0,21
79,1,22
320,1,22
193,0,23
82,0,23
115,0,24
259,1,24
248,0,25
310,1,25
6,1,26
161,1,26
98,1,27
130,0,27
190,1,28
263,1,28
301,1,29
13,1,29
279,0,30
215,1,30
323,1,31
177,1,31
210,0,32
289,1,32
284,0,33
3,1,33
295,1,34
297,1,34
308,1,35
204,1,35
2,0,36
129,1,36
