node,obs_st,time
283,0,0
139,0,0
133,0,1
115,0,1
127,0,2
161,0,2
270,0,3
62,0,3
305,0,4
115,0,4
322,0,5
53,0,5
256,0,6
81,0,6
192,0,7
313,0,7
78,0,8
114,0,8
153,1,9
236,0,9
100,0,10
146,1,10
88,0,11
142,0,11
179,0,12
219,0,12
15,0,13
211,0,13
1,0,14
105,0,14
3,1,15
101,0,15
60,0,16
152,0,16
306,0,17
94,0,17
92,1,18
282,1,18
276,0,19
179,0,19
252,0,20
274,0,20
274,0,21
321,0,21
190,0,22
131,1,22
199,0,23
4,0,23
291,0,24
45,0,24
287,0,25
175,0,25
251,0,26
138,0,26
8,0,27
102,1,27
85,0,28
327,0,28
45,0,29
285,1,29
94,0,30
204,1,30
86,0,31
97,1,31
247,1,32
188,0,32
197,0,33
281,1,33
292,0,34
275,1,34
250,1,35
200,0,35
42,1,36
208,0,36
