node,obs_st,time
282,0,0
310,0,0
127,0,1
11,0,1
17,0,2
237,0,2
110,0,3
150,0,3
119,0,4
168,0,4
248,0,5
234,0,5
35,0,6
287,0,6
127,0,7
282,0,7
27,0,8
299,0,8
148,0,9
112,0,9
169,0,10
1,0,10
6,0,11
119,0,11
29,0,12
102,0,12
278,0,13
251,0,13
195,0,14
44,0,14
78,0,15
91,1,15
13,0,16
216,0,16
87,0,17
118,0,17
93,0,18
24,0,18
247,0,19
8,0,19
45,0,20
93,0,20
196,0,21
156,0,21
294,0,22
185,0,22
89,0,23
77,0,23
64,0,24
313,0,24
81,0,25
132,0,25
225,0,26
59,0,26
42,0,27
301,0,27
138,0,28
89,0,28
288,0,29
204,0,29
57,0,30
189,0,30
153,0,31
92,0,31
217,0,32
309,0,32
0,0,33
148,0,33
200,0,34
156,0,34
282,1,35
205,0,35
108,1,36
168,0,36
