node,obs_st,time
39,0,0
146,0,0
265,0,1
132,0,1
1,0,2
269,0,2
295,0,3
177,0,3
75,0,4
120,0,4
2,0,5
300,0,5
179,0,6
29,0,6
56,0,7
83,0,7
181,0,8
104,0,8
235,0,9
315,0,9
318,0,10
86,0,10
15,0,11
1,0,11
105,0,12
39,0,12
297,0,13
194,0,13
319,0,14
29,0,14
66,1,15
31,1,15
8,0,16
255,0,16
189,0,17
131,0,17
23,0,18
149,0,18
282,1,19
170,0,19
153,1,20
101,1,20
7,0,21
196,0,21
215,1,22
314,0,22
245,1,23
242,0,23
46,1,24
85,0,24
123,1,25
3,1,25
138,0,26
165,0,26
238,1,27
194,1,27
178,1,28
128,1,28
260,1,29
212,1,29
307,0,30
251,0,30
231,1,31
221,0,31
285,1,32
291,0,32
305,1,33
158,1,33
183,0,34
287,0,34
271,1,35
291,1,35
59,0,36
110,1,36
