MF,MF_tau2_d7,MF_tau3_d7,EPI,EPI_corr,sib,MF_tau3_d10,MF_tau3_d9
0.7682132786465009,0.7800051268905408,0.7854396308638811,0.9962573699051526,0.9967187900538323,0.9982568572160985,0.6907459625736991,0.7521148423481158
0.6040913006029285,0.6216192937123168,0.5986218776916451,0.9973298880275625,0.9981481481481481,0.9993109388458226,0.46487941429801893,0.5009905254091301
0.4989655172413793,0.5106896551724137,0.5023448275862069,0.9400689655172413,0.9464827586206895,0.9527586206896551,0.4551724137931034,0.4707241379310345
0.8256233733523634,0.8403156745865167,0.8257912853664678,1.0,1.0,0.9999160439929476,0.39979850558307445,0.5831164469817816
0.42672955974842763,0.43149146451033243,0.43090745732255165,0.9646001796945193,0.9654088050314464,0.9666217430368373,0.39321653189577715,0.39672057502246183
0.4100800753650494,0.39024964672633067,0.39797456429580785,0.9355157795572303,0.9355157795572303,0.9408384361752237,0.5170513424399436,0.5047103155911447
0.5835446742099102,0.5835446742099102,0.5835446742099102,0.9993659773702692,0.999414748341787,0.9996586031993757,0.5835446742099102,0.5835446742099102
0.4538333333333333,0.45212499999999994,0.4538333333333333,0.8563333333333333,0.9438333333333333,0.9228333333333333,0.406125,0.406125
0.3203609416746484,0.3376770681050562,0.3203609416746484,0.9997479457579271,0.9996975349095125,0.9998487674547563,0.3203609416746484,0.3203609416746484
0.6452110389610389,0.6452110389610389,0.6452110389610389,0.999025974025974,0.9992694805194806,0.9991071428571427,0.6452110389610389,0.6452110389610389
0.355512067840835,0.3731245923026745,0.3552674494455317,0.9771689497716894,0.9942514677103719,0.9922945205479452,0.34148727984344424,0.37202380952380953
0.25855429292929294,0.2481060606060606,0.2492739898989899,0.9938762626262627,0.9943181818181819,0.9922979797979798,0.2680239898989899,0.26584595959595964
0.6689536531066586,0.6715846994535518,0.6689941307427646,0.9788301963165351,0.981056466302368,0.9843756324630641,0.5590973487148351,0.5636915604128719
0.2901566339066339,0.29169226044226043,0.2858568796068796,0.9801392301392302,0.9793202293202294,0.9774774774774774,0.26965601965601965,0.27592649467649466
0.43395094641428955,0.447880565182618,0.434417488669688,0.9878699013596375,0.9872034124233537,0.9871367635297253,0.47250733137829914,0.46347640629165554
0.5915231946437111,0.5677506775067751,0.5976207556193209,0.9902359317710824,0.9903156384505022,0.9948589191774271,0.4872867846325522,0.5363263191455444
0.6061458333333334,0.6012499999999998,0.6061458333333334,0.996,0.9985416666666668,0.998625,0.4444166666666666,0.48566666666666664
0.6586991869918699,0.5836178861788618,0.5762195121951219,0.9947967479674797,0.9947967479674797,0.9969512195121951,0.5455284552845528,0.5985975609756098
0.5797337278106509,0.6271978021978022,0.5813398140321218,0.994167371090448,0.9957734573119189,0.9971682163989857,0.5008453085376161,0.5437869822485207
0.5481859410430839,0.46224909716973206,0.48958595783992603,0.9790879314688838,0.9800957420005039,0.9819433946418074,0.5249643067103384,0.59095490047871
0.30670537553849037,0.316445027158644,0.316445027158644,0.9997190485109572,0.9998126990073047,0.9998126990073047,0.28675781981644505,0.32225135793219706
0.5688329839273236,0.5637083624505008,0.560835468592282,0.9626523798431554,0.9869166860781116,0.9870719776380154,0.4640111809923131,0.5245943007997516
0.34242480851858775,0.3227629366710256,0.3429618905286755,0.9880440874276107,0.987903979077153,0.9872968428918364,0.32677937605081264,0.3233000186811134
0.7363695510735199,0.7302537410540013,0.7302537410540013,0.9941444372153546,0.9941444372153546,0.9945998698763826,0.5273259596616786,0.6129147690305791
0.41667662881052003,0.39390316796174535,0.405439330543933,0.9826658696951585,0.9873281530185295,0.9884638374178123,0.2838015540944411,0.29243873281530186
0.768380895759017,0.7675386444708682,0.7616428854538249,0.9987118509710662,0.9996036464526357,0.999900911613159,0.6905965120887831,0.7392241379310345
0.8291775670372793,0.8278286461739699,0.8278286461739699,0.999836494440811,0.999836494440811,1.0,0.631948986265533,0.723185088293002
0.6719766260162602,0.6719766260162602,0.6719766260162602,0.9994918699186992,0.9995426829268294,1.0,0.5070630081300812,0.5778455284552846
0.14575645756457567,0.14575645756457567,0.14575645756457567,0.9739061676331049,0.9702820242488139,0.9775303110173958,0.14575645756457567,0.14575645756457567
0.37216680044337425,0.4077514046554295,0.37216680044337425,0.9608607575583838,0.950349730535489,0.9544394755953063,0.37216680044337425,0.37216680044337425
0.37799130540771136,0.37656929265022554,0.3789663998699874,0.9604274164059643,0.9604274164059643,0.9618900580993783,0.3488400438792508,0.35399991874212816
0.39610566448801743,0.4220452069716776,0.39610566448801743,0.9985021786492375,0.9995234204793028,0.9972766884531591,0.39610566448801743,0.39610566448801743
0.4835920177383592,0.46478196600147814,0.46936437546193643,0.9585365853658537,0.9585365853658537,0.9580931263858093,0.4943828529194383,0.49519586104951957
0.32091384863123995,0.3259057971014493,0.32091384863123995,0.8215177133655394,0.9444444444444444,0.9403784219001611,0.313305152979066,0.3143921095008052
0.7220298147869297,0.7361341163479396,0.7274506851377804,0.997891883752447,0.999447874316117,0.9998996135120213,0.690132008231692,0.7121919389650154
0.5913938492063491,0.507895171957672,0.5200479497354498,0.9899553571428571,0.9933035714285714,0.9928075396825397,0.5905671296296298,0.5807705026455027
0.6493391002061523,0.6658110675451716,0.6621326650228384,0.9942196531791908,0.9930069930069929,0.9941388091677109,0.48643841707425517,0.5568535510732042
0.891571044921875,0.820159912109375,0.820159912109375,0.99462890625,0.99462890625,0.9974365234375,0.727996826171875,0.775146484375
0.6682264957264956,0.6688675213675214,0.6872008547008547,0.9944871794871795,0.994102564102564,0.9941880341880343,0.500534188034188,0.6185042735042736
0.37774725274725274,0.34894688644688643,0.38585164835164837,0.9723443223443223,0.9743131868131868,0.9778388278388278,0.34301739926739927,0.3502289377289377
0.29953110161443497,0.3436312915479582,0.29822530864197533,0.9707977207977208,0.9868233618233618,0.9859330484330484,0.41978276353276345,0.3893043684710352
0.5793546328427266,0.5521917753579832,0.5848988871604642,0.9471102070120856,0.9437996091101272,0.9493039767061545,0.5808104981851542,0.5808104981851542
0.39457375017215257,0.39457375017215257,0.39457375017215257,0.6693292934857458,0.8156590001377221,0.8933342514805123,0.39457375017215257,0.39457375017215257
0.5509259259259259,0.5291105499438832,0.5291105499438832,0.999438832772166,0.999438832772166,0.9997194163860831,0.5248316498316499,0.4131593714927048
0.4541529695375849,0.44863028709182556,0.4541529695375849,0.9793995178610563,0.97922419460881,0.9778654394039009,0.4840017532325224,0.4682664913434144
0.7401937046004843,0.7382566585956416,0.7382566585956416,1.0,1.0,1.0,0.5493341404358353,0.6428571428571428
0.6551339285714286,0.4881628787878788,0.47828733766233766,0.9998647186147186,0.9998647186147186,0.9998647186147186,0.5257034632034632,0.5382169913419913
0.814098234102094,0.8225417350188169,0.814098234102094,1.0,1.0,1.0,0.814098234102094,0.814098234102094
0.39975288993131175,0.4358351482660412,0.40423437761769143,0.9889009884402747,0.9862623555034344,0.9868487183782878,0.39709331546322657,0.40214022449321496
0.5291497975708502,0.5775528565002249,0.5775528565002249,0.9998200629779577,0.9999100314889788,0.9999100314889788,0.22406657669815563,0.39410706252811517
0.7107758620689655,0.7157567049808429,0.7147988505747127,0.996647509578544,0.9958812260536398,0.9973180076628353,0.6437739463601533,0.6742816091954023
0.864058524173028,0.6498091603053436,0.6479007633587787,0.9973282442748092,0.9968193384223918,0.9982824427480915,0.6617684478371502,0.7307251908396946
0.42457142857142866,0.3929795918367347,0.41575510204081634,0.9479183673469388,0.952938775510204,0.9736326530612245,0.5022857142857142,0.489265306122449
0.6362643822961284,0.6659108087679516,0.6649449903418158,0.9951289157638364,0.9951289157638364,0.9949189552364156,0.38158226253464345,0.4198790627362057
0.5995338983050849,0.5917372881355932,0.5917372881355932,0.9980932203389831,0.9980932203389831,0.9972033898305085,0.5254449152542373,0.5421610169491525
0.2459614241720244,0.2745421146469285,0.23418337025230967,0.9743368091198876,0.9744988924307093,0.980279863850019,0.34396779944891676,0.28532065481657576
0.48002958579881655,0.5000410913872453,0.4607166337935569,0.9841798159105851,0.9841798159105851,0.9845085470085471,0.4389381985535831,0.45405982905982906
0.5330330330330331,0.5428428428428428,0.5426426426426426,0.9903103103103104,0.9903103103103104,0.9910310310310311,0.41151151151151155,0.45715715715715716
0.4012903225806451,0.42370967741935484,0.4122177419354839,0.9678225806451612,0.952741935483871,0.9440725806451613,0.2555040322580645,0.32445564516129033
0.4438399999999999,0.44687999999999994,0.438,0.95928,0.9692000000000001,0.95832,0.45724,0.45136
0.5114278376990242,0.5178051703475433,0.5109142270159219,0.870869714090053,0.9377247046738573,0.9602807738400958,0.5252739256976545,0.5060135250813218
0.5278249547101449,0.5234941123188406,0.5278249547101449,0.9929234601449275,0.9967730978260869,0.997848731884058,0.27029551630434784,0.3413722826086957
0.6826454411304387,0.6634172517104147,0.663461968429996,0.9895362876179403,0.9899387380941734,0.9888208201046371,0.5473997227563386,0.6054643831328534
0.6024890969045845,0.6049888309754281,0.6029677693862355,0.9997340708435273,0.9997872566748218,0.9995745133496436,0.5532922029571322,0.6138708648016168
0.2346025186934278,0.2346025186934278,0.2346025186934278,0.36208677685950413,0.9709759937032665,0.9780598189689099,0.2346025186934278,0.2346025186934278
0.7338550941981441,0.7240603617958572,0.7240603617958572,1.0,1.0,1.0,0.6528025119505108,0.6904349048645609
0.24955880826326174,0.24955880826326174,0.24955880826326174,0.893698743901173,0.8778677462887989,0.9001349527665318,0.24955880826326174,0.24955880826326174
0.5095619483491338,0.5486270022883295,0.5373488067996077,0.8719352729650213,0.9500245178162798,0.9900702844066689,0.33793723439032364,0.39514547237659364
0.5888123011664899,0.5738335100742311,0.5733474726051608,0.9986302580417109,0.9986302580417109,0.9988511841640156,0.5046173559561682,0.5289413220219159
0.5885972461273667,0.6089931153184166,0.5929647160068847,0.9985800344234079,0.9989242685025818,0.9991824440619622,0.5042168674698795,0.5534853700516351
0.41298884085653964,0.3985623806172715,0.406253141650749,0.9842666130491604,0.9827586206896551,0.9811500955061828,0.44455614758218553,0.4350809289232934
0.40179717586649555,0.4105079772602237,0.40179717586649555,1.0,1.0,1.0,0.40179717586649555,0.40179717586649555
0.5,0.5,0.5,0.9996357676197414,0.9996357676197414,0.9998178838098707,0.5,0.5
0.5,0.5,0.5,0.967365790868479,0.967365790868479,0.964942833345953,0.5,0.5
0.32874830966869506,0.3276073360378634,0.32874830966869506,0.795343137254902,0.9739266396213657,0.9715601757944557,0.32874830966869506,0.32874830966869506
0.3509284216831387,0.3044324648098233,0.30136268343815514,0.9374812818209045,0.9691524408505541,0.9829290206648698,0.40405061395627434,0.36320754716981124
0.6547131969514641,0.6662655435218613,0.655515443241075,0.9985559566787005,0.9987966305655837,0.999197753710389,0.4284797432811873,0.46562374649017246
0.7582256169212691,0.7744320407363886,0.758617312965139,0.9997551899725813,0.9999510379945163,0.9999510379945163,0.7581276929103016,0.7649578926752839
