MF,MF_tau2_d7,MF_tau3_d7,EPI,EPI_corr,sib,MF_tau3_d10,MF_tau3_d9
0.6364893211289092,0.6280511060259344,0.6301010678871091,0.9998569794050343,1.0,0.9999523264683448,0.5254576659038901,0.6023073989321128
0.38611111111111107,0.40150966183574877,0.40416666666666656,0.9222826086956522,0.9216183574879228,0.9557367149758453,0.3238828502415459,0.3418780193236715
0.31591324797491505,0.3448654298406062,0.3362424875881892,0.9754899399007055,0.9754899399007055,0.9739743924745231,0.3250849229161223,0.31356153645152857
0.774738675958188,0.7826655052264808,0.7819686411149827,0.998780487804878,0.9983449477351917,0.9992160278745644,0.5119337979094076,0.5926393728222996
0.39034476349781616,0.38611653192082523,0.3869993495028343,0.9746306105380541,0.989499117182418,0.9884304432673543,0.32891924542328776,0.34601802806430626
0.8091593780369291,0.8164480077745384,0.8091593780369291,0.995505344995141,0.995505344995141,0.9968415937803693,0.5268464528668609,0.757410106899903
0.48863059821963933,0.4811586181449195,0.4902449149024492,0.9618098796180987,0.9604723029380564,0.9444213827775472,0.48452562151192297,0.4896222498962225
0.7242804428044279,0.6813284132841327,0.7234686346863468,0.9992619926199262,0.9992619926199262,0.9993357933579337,0.48767527675276745,0.5711070110701106
0.424290780141844,0.41928191489361705,0.424290780141844,0.999645390070922,0.999468085106383,0.999645390070922,0.16640070921985814,0.2874113475177305
0.4249801271860095,0.3979133545310015,0.4249801271860095,0.9911367249602543,0.9903815580286169,0.9908982511923689,0.3718004769475358,0.3847774244833068
0.34171229467396713,0.35425999668159946,0.35455035672805707,0.9244234279077483,0.9673137547702008,0.9651567944250872,0.321718931475029,0.33117637298821967
0.784617202268431,0.7828056080655323,0.784617202268431,0.999448645242596,0.999448645242596,0.9991335853812224,0.784617202268431,0.784617202268431
0.5425866203588853,0.5227404283469775,0.5310923674853221,0.8855329529479864,0.8855329529479864,0.9892913255602414,0.3962829736211031,0.4476349954519144
0.37169650468883203,0.3488612836438923,0.37175739861161855,0.9736938253562295,0.9721105833637803,0.9723541590549263,0.4182803556205091,0.4163621970527341
0.8049695264885138,0.8079908319008179,0.8079908319008179,0.9986977131843517,0.9983330728759702,0.9985414387664739,0.6371047559514507,0.6961504401729437
0.2936158192090395,0.31090395480225985,0.2936158192090395,1.0,1.0,1.0,0.2936158192090395,0.2936158192090395
0.6459691760521636,0.6747678324441809,0.6747678324441809,0.7461470065204505,0.8580814068365936,0.7241157873937957,0.5590792333530923,0.568687018375815
0.71075439453125,0.82720947265625,0.82720947265625,0.99237060546875,0.9912109375,0.98809814453125,0.6212158203125,0.6787109375
0.7431968569065343,0.7001033912324236,0.7001033912324236,0.9971464019851116,0.9971464019851116,0.9981803143093465,0.6775020678246485,0.7096774193548387
0.292470924301163,0.33580901856763923,0.29871454805141806,0.9600489695980412,0.9593552336257907,0.9497245460110181,0.2814527647418894,0.28304427667822896
0.672043611965334,0.6726027397260274,0.6719876991892646,0.949454850433324,0.9901034386357281,0.9882583170254403,0.6035225048923679,0.6313111545988258
0.275638179800222,0.29478357380688125,0.27846836847946727,0.9615982241953385,0.9603773584905659,0.9593784683684795,0.29384017758046616,0.3078246392896781
0.5020161290322581,0.5580294530154277,0.567671809256662,0.9269810659186536,0.9269810659186536,0.9228611500701263,0.46366584852734927,0.50898492286115
0.6470734744707347,0.6476546284765462,0.6410128684101286,0.9919883769198837,0.9915317559153175,0.9868410128684101,0.5221668742216687,0.5767953507679535
0.5383223684210526,0.5627467105263158,0.5450246710526315,0.9418585526315789,0.9794819078947369,0.9731496710526315,0.4717722039473684,0.5097039473684211
0.7115447957839262,0.34111495388669305,0.34111495388669305,0.9996706192358366,0.9998353096179183,1.0,0.6052371541501976,0.6505270092226614
0.8477050825805273,0.8160416096359158,0.8171366000547496,1.0,1.0,0.9977187699607628,0.6297107400310248,0.7350123186422118
0.46700629307761465,0.4650284686844471,0.4646089301768055,0.9613425232244531,0.9629607431824994,0.9671561282589152,0.5951453401258616,0.48633503146538803
0.45840529648819806,0.4615511144008554,0.45431367711160453,0.9365901801134962,0.9352742824245415,0.9384406612385887,0.4312854675548976,0.4418948926720947
0.8414667393675027,0.8416712104689203,0.8415348964013085,0.9959105779716467,0.9959787350054525,0.9970010905125409,0.5788917666303163,0.665451199563795
0.752280701754386,0.7483208020050125,0.7476190476190476,0.9996992481203008,0.9996992481203008,0.9997994987468671,0.501453634085213,0.6765914786967419
0.5068541519544719,0.6107672496157521,0.5764757196859552,0.9960952104016948,0.9965106135504507,0.9955967266231878,0.4537033190711586,0.49885764134092137
0.4246913580246914,0.42124485596707817,0.42124485596707817,0.9793724279835391,0.9814300411522634,0.9841563786008231,0.202880658436214,0.31653806584362143
0.5055700521878763,0.5144018466479325,0.5161079887595343,0.9842934564431954,0.9872039341629868,0.9938277800080288,0.3914843436370935,0.42608390204737057
0.6270513268156425,0.6292335893854748,0.6271386173184358,0.9722852653631284,0.9759951117318435,0.9872992318435754,0.5335850209497206,0.5766410614525139
0.31048218029350105,0.37248427672955975,0.36713836477987416,0.9557651991614255,0.9710691823899371,0.9689727463312369,0.3897798742138365,0.31409853249475894
0.6801934219495569,0.7043924676209952,0.6801934219495569,0.9752897068847989,0.9752897068847989,0.976951261077028,0.55638633265167,0.5636503067484662
0.6202006383948928,0.5924076607387141,0.5513223894208846,0.994938440492476,0.994938440492476,0.9963064295485636,0.6328317373461012,0.6300501595987232
0.36717588769611886,0.37241948802642444,0.3722956234516928,0.9702725020644095,0.9639141205615194,0.9637489677952106,0.41608175061932295,0.3923616845582163
0.5527483782861045,0.5268497293079062,0.5493830171194459,0.961712920060479,0.962395746963859,0.9614202799590303,0.47619860508218315,0.49246451738769936
0.41344654306012824,0.3790504245364754,0.37792410327499565,0.9793796569052158,0.9815456593311385,0.9731415699185584,0.44682464044359727,0.43367700571824647
0.46901109864072826,0.13118842748472379,0.13118842748472379,0.9789250529991271,0.9789250529991271,0.9918942511535104,0.2593839630876668,0.2593839630876668
0.601908866995074,0.6203817733990148,0.601908866995074,0.9948539760731878,0.9948539760731878,0.9958655876143561,0.609012139338494,0.6315974665728361
0.6873567272086052,0.721521777464292,0.6928010932816082,0.9782225357079881,0.9775612766707812,0.9778257802856639,0.6357344383706577,0.6670340327984482
0.6691150598170303,0.5801812104152004,0.6048997185080929,0.9962174524982407,0.9963054187192117,0.9977568613652358,0.6059773047149895,0.6368974313863476
0.698522622345337,0.7342566943674977,0.6988919667590028,0.9997229916897507,0.9999076638965836,1.0,0.39639889196675904,0.5329639889196676
0.6245310245310245,0.6245310245310245,0.6245310245310245,0.8881192881192881,0.8881192881192881,0.9805675805675805,0.6245310245310245,0.6245310245310245
0.6945468115874422,0.691841209124411,0.6945934599057704,0.9994868684983906,0.9993469235434063,0.9995801651350469,0.712086579278817,0.7050426832112702
0.7650989057239057,0.7682554713804715,0.7657302188552189,0.9993686868686869,0.9993686868686869,0.9993686868686869,0.7650989057239057,0.7650989057239057
0.6597707576181158,0.7330164942689404,0.7287671232876712,0.9976516634050882,0.9975957506290187,0.999329046687168,0.5851272015655576,0.6422141459323455
0.5633689946708339,0.6045598429298393,0.5891733782105222,0.9900228392835677,0.9895019433425492,0.9929879392555195,0.3729614937692832,0.4343070080538527
0.6759654471544715,0.688058943089431,0.6766260162601626,0.9969004065040651,0.9969004065040651,0.9983739837398374,0.5479420731707317,0.560060975609756
0.6798728451954257,0.664831882573818,0.6644478579962451,0.9984639016897082,0.9984639016897082,0.9985492404847244,0.5934246458440008,0.6244239631336406
0.5666879133136802,0.5700740976814598,0.5729025575651342,0.9929089315592383,0.9956178790534619,0.9956178790534619,0.5927416142140068,0.6040554537487052
0.47003891050583657,0.5165758754863813,0.46910505836575866,0.9405447470817121,0.9357198443579767,0.9380544747081713,0.3960311284046693,0.42101167315175103
0.44885620915032687,0.5258374183006536,0.5236315359477124,0.9447303921568628,0.9447303921568628,0.9577614379084968,0.41748366013071897,0.4245098039215687
0.7670220804298548,0.7688691125850055,0.7683653765426915,0.9998320879858954,0.9998320879858954,1.0,0.4914784652841911,0.6873898077407439
0.7442148760330578,0.7595730027548209,0.7595730027548209,0.9991735537190083,0.9991046831955923,0.9990358126721763,0.5950757575757576,0.6593663911845731
0.5,0.5,0.5,0.9730188097440642,0.9730188097440642,0.9730958988590811,0.5,0.5
0.5942110527631908,0.5937734433608401,0.5942110527631908,0.8450237559389847,0.8579019754938735,0.9993123280820204,0.6736059014753688,0.6592898224556141
0.7867485337243401,0.7867485337243401,0.7867485337243401,0.8098118279569892,0.9924242424242424,0.9923020527859238,0.6771444281524927,0.6771444281524927
0.45924713584288057,0.45695581014729947,0.45859247135842884,0.9013093289689036,0.9123567921440261,0.925368248772504,0.5127250409165304,0.48387888707037646
0.7874369385997292,0.7875599852344038,0.7878676018210901,0.9440753045404209,0.9931709117755629,0.9891718961486402,0.5540789959394611,0.6437799926172019
0.5322767145135566,0.536901913875598,0.5388556618819778,0.9716108452950558,0.9842105263157894,0.9874800637958533,0.41973684210526313,0.4570972886762361
0.5485455974842767,0.6199117749825297,0.5485455974842767,0.9956324248777079,0.9956324248777079,0.9972921034241788,0.4039788609364081,0.49191998602375964
0.3430467864659219,0.4024000323781771,0.33094544277157195,0.9606605148130161,0.9658410231503967,0.9645863687874372,0.38819410717176617,0.3543386757325563
0.42079080538639674,0.4888069302684621,0.43005403550904875,0.9219058238270863,0.9775280898876404,0.9755124796294709,0.40775366669525687,0.4264516682391285
0.5442802161808058,0.545140026203734,0.5433794628234524,0.9723632492630199,0.9767032427120864,0.9785456927612184,0.4606125122830003,0.4710121192269899
0.5931372549019608,0.5699095022624435,0.5663650075414782,0.93710407239819,0.9514328808446455,0.9519607843137254,0.6050527903469081,0.5970588235294116
0.5574906803355079,0.5498602050326189,0.5498602050326189,0.999767008387698,0.999534016775396,0.999767008387698,0.5574906803355079,0.5574906803355079
0.5142528735632184,0.5522222222222223,0.5142528735632184,0.9461302681992337,0.9676628352490422,0.9813793103448275,0.4051340996168582,0.5142528735632184
0.5163508301190676,0.4833556934428979,0.5163508301190676,0.9782827435854435,0.9908183800100621,0.9925792386382694,0.4575926547040081,0.5133322153278552
